date,day_of_week,total_patients,male_patients,female_patients,children_patients,adult_patients,elderly_patients,fever_cases,cough_cases,diarrhea_cases,vomiting_cases,skin_rash_cases,animal_bite_cases,paracetamol_used,antibiotics_used,ors_packets_used,malaria_kits_used,temperature,rainfall,humidity
2017-08-21,Monday,53,25,28,8,38,7,10,4,2,1,1,0,11,4,1,0,28.2,0,68
2017-08-22,Tuesday,51,23,28,12,34,5,7,2,2,1,0,0,5,2,2,0,27.5,2,46
2017-08-23,Wednesday,58,28,30,13,39,6,13,3,2,1,1,0,11,5,1,0,28.8,0,43
2017-08-24,Thursday,49,22,27,10,33,6,10,5,2,1,2,0,8,7,2,0,29.9,2,51
2017-08-25,Friday,49,26,23,11,34,4,10,9,2,1,1,1,8,6,2,0,28.7,0,56
2017-08-26,Saturday,39,18,21,9,27,3,5,3,1,0,1,0,4,1,0,0,29.7,0,42
2017-08-27,Sunday,59,26,33,9,43,7,13,9,2,1,2,0,15,4,2,0,30.5,0,68
2017-08-28,Monday,41,20,21,7,29,5,8,2,2,1,0,0,8,3,2,0,29.9,0,66
2017-08-29,Tuesday,46,21,25,8,33,5,8,6,2,1,0,0,7,3,1,0,31.2,0,64
2017-08-30,Wednesday,55,28,27,11,39,5,9,9,2,1,2,0,7,8,1,0,29.9,2,55
2017-08-31,Thursday,52,25,27,10,36,6,7,4,2,1,0,2,6,3,1,0,26.9,10,53
2017-09-01,Friday,49,26,23,7,35,7,10,9,2,1,0,0,9,4,1,0,29.4,0,69
2017-09-02,Saturday,51,23,28,9,36,6,7,3,2,1,2,0,6,2,2,0,29.3,10,63
2017-09-03,Sunday,67,31,36,12,50,5,10,7,3,1,3,0,11,7,2,0,31.8,5,45
2017-09-04,Monday,68,31,37,10,49,9,10,5,6,3,2,3,11,6,4,0,32.5,20,56
2017-09-05,Tuesday,56,26,30,9,43,4,9,5,2,1,1,0,9,3,1,0,31.6,0,50
2017-09-06,Wednesday,50,23,27,11,32,7,11,7,2,1,1,0,11,5,1,0,29.6,0,66
2017-09-07,Thursday,33,17,16,7,23,3,5,3,1,0,0,0,5,1,1,0,32.9,0,42
2017-09-08,Friday,57,30,27,10,43,4,11,9,2,1,2,0,9,6,1,0,29.6,0,52
2017-09-09,Saturday,46,21,25,9,32,5,4,8,2,1,2,2,3,3,2,0,30.7,2,43
2017-09-10,Sunday,71,38,33,11,52,8,10,8,3,1,1,0,11,8,3,0,29.1,0,52
2017-09-11,Monday,64,35,29,15,40,9,11,9,3,1,1,0,8,8,3,0,29.8,2,54
2017-09-12,Tuesday,48,23,25,8,36,4,8,3,2,1,1,0,7,2,1,0,34.3,0,65
2017-09-13,Wednesday,50,25,25,7,39,4,8,5,2,1,1,0,7,3,2,0,25.9,5,66
2017-09-14,Thursday,57,28,29,13,38,6,7,7,2,1,0,1,7,5,1,0,29.7,0,63
2017-09-15,Friday,59,29,30,14,39,6,10,8,2,1,1,0,8,7,1,0,34.6,0,54
2017-09-16,Saturday,42,22,20,7,30,5,4,7,2,1,0,0,4,3,1,0,31.1,0,73
2017-09-17,Sunday,59,27,32,9,44,6,7,7,2,1,1,0,7,4,1,0,28.6,5,66
2017-09-18,Monday,53,25,28,8,39,6,12,3,2,1,1,0,11,5,2,0,31.6,0,53
2017-09-19,Tuesday,61,30,31,15,38,8,10,4,3,1,2,0,9,4,2,0,30.2,0,46
2017-09-20,Wednesday,41,18,23,9,27,5,7,5,2,1,1,0,6,4,1,0,29.2,0,50
2017-09-21,Thursday,46,23,23,7,35,4,6,2,2,1,1,0,5,3,1,0,28.9,0,63
2017-09-22,Friday,59,31,28,12,39,8,7,4,2,1,1,0,6,2,1,0,28.2,10,42
2017-09-23,Saturday,50,22,28,10,36,4,5,7,2,1,2,1,5,5,1,0,31.6,0,51
2017-09-24,Sunday,43,20,23,8,32,3,9,3,2,1,2,0,9,5,2,0,29.3,0,73
2017-09-25,Monday,37,18,19,8,26,3,4,4,1,0,1,0,4,1,1,0,29.5,0,50
2017-09-26,Tuesday,49,25,24,10,33,6,8,7,4,2,1,0,9,5,3,0,29.4,50,87
2017-09-27,Wednesday,74,40,34,17,49,8,14,9,3,1,1,0,15,10,2,0,26.4,2,70
2017-09-28,Thursday,44,21,23,7,31,6,10,2,2,1,1,1,9,4,1,0,28.1,0,65
2017-09-29,Friday,59,29,30,13,38,8,7,3,2,1,1,0,7,3,1,0,30.4,0,44
2017-09-30,Saturday,47,24,23,10,32,5,10,2,2,1,1,0,8,4,1,0,29.6,0,55
2017-10-01,Sunday,42,19,23,6,31,5,7,8,2,1,0,0,5,3,2,0,29.7,5,73
2017-10-02,Monday,51,26,25,11,33,7,10,5,5,2,0,0,9,6,3,0,26.8,20,65
2017-10-03,Tuesday,68,31,37,12,51,5,15,8,6,3,1,0,15,9,6,0,30.0,20,42
2017-10-04,Wednesday,55,25,30,10,40,5,5,4,2,1,0,0,5,3,2,0,30.0,0,45
2017-10-05,Thursday,60,28,32,14,38,8,13,9,3,1,0,0,13,7,2,0,29.1,0,67
2017-10-06,Friday,47,21,26,10,31,6,5,8,4,2,0,0,5,3,3,0,33.6,20,65
2017-10-07,Saturday,51,23,28,7,40,4,7,5,5,2,1,0,6,4,5,0,30.8,20,64
2017-10-08,Sunday,47,21,26,8,33,6,10,3,2,1,0,0,11,3,1,0,26.3,0,64
2017-10-09,Monday,57,29,28,9,41,7,8,8,5,2,0,0,8,7,5,0,30.7,50,82
2017-10-10,Tuesday,45,20,25,7,33,5,9,7,4,2,1,0,10,7,2,0,31.9,20,51
2017-10-11,Wednesday,49,26,23,9,34,6,9,4,2,1,0,0,8,6,2,0,32.8,5,62
2017-10-12,Thursday,74,39,35,13,51,10,13,8,3,1,2,0,11,5,2,0,32.9,0,61
2017-10-13,Friday,65,30,35,12,44,9,12,4,3,1,1,2,11,5,3,0,29.8,10,61
2017-10-14,Saturday,58,26,32,14,37,7,8,9,2,1,2,0,9,5,1,0,28.2,0,50
2017-10-15,Sunday,57,27,30,9,43,5,14,8,2,1,1,0,13,4,1,0,29.7,0,66
2017-10-16,Monday,47,23,24,9,34,4,7,7,2,1,2,0,8,6,1,0,31.7,0,64
2017-10-17,Tuesday,40,21,19,8,28,4,8,6,2,1,1,1,6,4,2,0,30.9,5,56
2017-10-18,Wednesday,40,19,21,7,28,5,9,3,4,2,1,0,9,5,3,1,31.3,50,71
2017-10-19,Thursday,35,18,17,8,24,3,7,5,3,1,1,0,6,3,2,0,25.5,20,67
2017-10-20,Friday,56,26,30,11,40,5,5,6,5,2,0,0,5,3,5,0,27.2,20,59
2017-10-21,Saturday,34,17,17,5,26,3,6,2,1,0,1,0,6,2,0,0,32.1,0,63
2017-10-22,Sunday,51,23,28,11,36,4,12,5,2,1,1,0,10,7,1,0,27.5,10,67
2017-10-23,Monday,48,23,25,8,36,4,7,3,2,1,1,0,6,2,1,0,28.3,10,74
2017-10-24,Tuesday,61,28,33,13,43,5,12,6,3,1,0,2,10,7,2,0,27.9,0,72
2017-10-25,Wednesday,47,24,23,7,34,6,8,2,2,1,2,0,7,2,2,0,30.0,10,63
2017-10-26,Thursday,42,22,20,6,32,4,5,6,4,2,1,0,5,2,4,0,27.4,20,69
2017-10-27,Friday,53,28,25,9,37,7,9,3,2,1,2,0,10,4,2,0,33.9,0,47
2017-10-28,Saturday,51,27,24,10,35,6,12,9,5,2,0,1,12,6,5,0,27.5,50,84
2017-10-29,Sunday,55,27,28,9,41,5,12,4,5,2,1,0,12,5,3,0,27.2,20,72
2017-10-30,Monday,68,34,34,11,48,9,7,9,3,1,1,1,6,7,3,0,31.7,10,67
2017-10-31,Tuesday,59,29,30,11,40,8,13,3,2,1,1,1,14,6,1,0,30.7,5,55
2017-11-01,Wednesday,57,28,29,9,42,6,12,9,2,1,0,3,10,8,1,0,27.6,10,62
2017-11-02,Thursday,57,27,30,12,39,6,12,4,2,1,0,1,11,6,2,0,27.5,10,70
2017-11-03,Friday,49,25,24,8,36,5,8,9,2,1,0,1,6,3,1,0,31.9,10,48
2017-11-04,Saturday,61,29,32,10,43,8,14,5,6,3,1,1,15,7,6,0,32.1,20,42
2017-11-05,Sunday,41,20,21,7,31,3,7,7,2,1,0,1,5,5,2,0,31.3,0,56
2017-11-06,Monday,43,23,20,9,29,5,7,4,2,1,1,0,7,4,1,0,29.6,0,65
2017-11-07,Tuesday,51,26,25,9,35,7,8,8,2,1,2,1,9,6,2,0,30.4,5,59
2017-11-08,Wednesday,48,25,23,7,35,6,9,8,4,2,0,1,7,6,3,0,29.0,20,58
2017-11-09,Thursday,54,24,30,11,39,4,8,5,2,1,1,0,7,4,2,0,33.3,0,74
2017-11-10,Friday,62,30,32,14,42,6,11,3,3,1,2,0,13,6,2,0,29.7,5,52
2017-11-11,Saturday,57,27,30,9,43,5,6,6,2,1,2,1,6,5,1,0,27.0,0,54
2017-11-12,Sunday,62,32,30,12,45,5,7,6,6,3,1,0,5,3,6,0,30.5,20,48
2017-11-13,Monday,42,21,21,6,33,3,9,7,2,1,1,0,8,4,1,0,29.9,0,63
2017-11-14,Tuesday,58,28,30,8,43,7,13,5,2,1,1,1,12,5,1,0,27.2,10,51
2017-11-15,Wednesday,78,40,38,16,51,11,19,14,3,1,3,0,15,11,3,0,28.5,10,61
2017-11-16,Thursday,37,17,20,7,26,4,4,6,1,0,1,0,4,2,1,0,31.6,5,69
2017-11-17,Friday,51,25,26,10,35,6,6,9,2,1,1,1,6,7,2,0,26.8,0,61
2017-11-18,Saturday,60,28,32,9,47,4,8,3,6,3,2,0,7,4,4,0,29.7,20,70
2017-11-19,Sunday,50,26,24,8,35,7,11,8,5,2,0,0,10,4,5,0,29.5,20,63
2017-11-20,Monday,52,26,26,9,37,6,11,8,2,1,0,0,8,3,2,0,31.5,0,45
2017-11-21,Tuesday,67,35,32,13,48,6,16,3,3,1,2,0,16,7,2,0,31.7,0,55
2017-11-22,Wednesday,56,29,27,11,38,7,9,7,2,1,0,0,8,6,1,0,28.6,0,42
2017-11-23,Thursday,51,23,28,8,39,4,7,7,2,1,1,0,8,6,2,0,28.9,0,58
2017-11-24,Friday,60,32,28,11,44,5,14,10,3,1,2,2,13,10,3,0,30.8,5,45
2017-11-25,Saturday,65,35,30,10,50,5,15,10,3,1,1,0,16,8,2,0,32.3,10,53
2017-11-26,Sunday,52,24,28,9,36,7,11,3,2,1,0,0,9,3,2,0,36.0,5,64
2017-11-27,Monday,63,33,30,12,43,8,7,10,3,1,1,0,7,6,2,0,28.8,10,60
2017-11-28,Tuesday,66,32,34,15,45,6,12,6,6,3,1,0,10,3,5,0,29.8,20,43
2017-11-29,Wednesday,58,29,29,9,45,4,14,11,5,2,1,0,16,8,4,0,27.0,20,40
2017-11-30,Thursday,51,26,25,10,36,5,6,5,2,1,2,1,4,2,2,0,30.7,0,69
2017-12-01,Friday,55,25,30,13,38,4,5,4,2,1,2,0,5,2,1,0,28.7,5,68
2017-12-02,Saturday,38,19,19,8,26,4,4,6,3,1,0,0,4,4,2,0,27.8,20,43
2017-12-03,Sunday,27,14,13,4,20,3,6,2,1,0,1,0,6,3,0,0,27.5,10,65
2017-12-04,Monday,41,20,21,8,28,5,8,4,2,1,1,0,6,5,1,0,29.4,0,56
2017-12-05,Tuesday,41,21,20,6,32,3,6,7,2,1,0,1,5,2,2,0,26.8,0,40
2017-12-06,Wednesday,36,19,17,6,27,3,7,5,1,0,0,3,6,5,0,0,23.0,0,43
2017-12-07,Thursday,39,18,21,6,29,4,8,3,1,0,0,0,7,4,0,0,25.0,0,71
2017-12-08,Friday,55,26,29,11,38,6,6,9,2,1,2,0,6,6,2,0,26.2,5,50
2017-12-09,Saturday,28,12,16,5,20,3,4,3,2,1,0,0,3,2,1,1,30.7,100,88
2017-12-10,Sunday,42,22,20,8,30,4,8,3,2,1,1,0,8,3,1,0,26.2,0,71
2017-12-11,Monday,55,29,26,12,37,6,8,6,2,1,1,0,8,5,2,0,26.7,0,71
2017-12-12,Tuesday,56,29,27,13,37,6,12,10,2,1,1,0,14,6,2,0,25.6,5,50
2017-12-13,Wednesday,36,18,18,6,27,3,6,3,1,0,0,0,6,2,0,0,27.7,10,41
2017-12-14,Thursday,37,18,19,6,28,3,6,2,3,1,1,1,6,2,3,0,27.1,20,69
2017-12-15,Friday,28,12,16,4,21,3,4,1,2,1,0,0,3,1,1,0,29.1,20,44
2017-12-16,Saturday,31,14,17,5,24,2,6,6,3,1,0,0,7,3,2,0,25.5,20,59
2017-12-17,Sunday,30,16,14,7,20,3,6,3,1,0,1,0,5,2,1,0,27.6,0,66
2017-12-18,Monday,29,13,16,5,20,4,6,2,2,1,0,0,6,1,2,0,26.1,100,84
2017-12-19,Tuesday,32,14,18,5,25,2,7,3,1,0,1,0,7,2,0,0,25.1,0,67
2017-12-20,Wednesday,28,14,14,6,20,2,5,3,1,0,0,0,4,2,1,0,26.8,0,74
2017-12-21,Thursday,36,17,19,8,24,4,8,2,3,1,1,0,8,3,3,0,28.1,20,41
2017-12-22,Friday,41,21,20,6,31,4,8,3,4,2,0,0,6,4,3,0,27.3,100,75
2017-12-23,Saturday,52,27,25,10,36,6,6,8,2,1,1,0,6,3,2,0,26.3,0,45
2017-12-24,Sunday,35,17,18,8,24,3,6,3,1,0,1,0,5,4,0,0,26.7,10,43
2017-12-25,Monday,40,20,20,7,29,4,4,7,2,1,0,1,4,4,1,0,25.7,5,55
2017-12-26,Tuesday,39,20,19,8,27,4,7,7,1,0,1,0,8,5,0,0,23.5,0,42
2017-12-27,Wednesday,40,20,20,6,30,4,4,4,2,1,1,0,3,2,1,0,24.9,5,42
2017-12-28,Thursday,40,21,19,7,28,5,5,3,2,1,1,0,5,2,2,0,25.7,5,50
2017-12-29,Friday,44,23,21,10,28,6,4,7,2,1,1,0,3,3,1,0,24.7,0,64
2017-12-30,Saturday,29,14,15,5,21,3,4,3,2,1,0,0,3,3,1,0,23.6,20,47
2017-12-31,Sunday,40,19,21,7,29,4,7,6,2,1,0,0,6,5,1,0,27.5,10,41
2018-01-01,Monday,65,34,31,13,44,8,9,10,3,1,1,0,10,8,2,0,24.9,0,44
2018-01-02,Tuesday,35,17,18,8,24,3,5,4,1,0,1,0,4,2,1,0,26.8,0,42
2018-01-03,Wednesday,45,21,24,8,31,6,8,2,2,1,0,0,7,3,1,0,29.9,0,73
2018-01-04,Thursday,12,5,7,2,9,1,1,2,0,0,0,0,1,0,0,0,27.6,1,61
2018-01-05,Friday,40,18,22,8,27,5,9,2,2,1,1,0,9,4,1,0,24.7,0,62
2018-01-06,Saturday,47,22,25,9,34,4,6,3,2,1,0,0,6,3,2,0,28.1,0,74
2018-01-07,Sunday,34,17,17,5,26,3,5,2,1,0,1,0,5,1,0,0,23.1,0,57
2018-01-08,Monday,37,17,20,9,24,4,5,7,1,0,1,0,4,3,0,0,29.6,0,72
2018-01-09,Tuesday,44,22,22,10,29,5,7,3,2,1,0,0,6,2,2,0,26.0,0,68
2018-01-10,Wednesday,38,19,19,7,26,5,6,4,1,0,1,1,6,2,1,0,26.3,0,58
2018-01-11,Thursday,47,22,25,7,36,4,7,3,2,1,0,0,6,4,1,0,27.8,0,69
2018-01-12,Friday,43,22,21,8,32,3,7,5,2,1,0,2,7,3,2,0,26.1,2,55
2018-01-13,Saturday,31,15,16,7,21,3,5,3,1,0,0,0,5,3,0,0,25.3,0,49
2018-01-14,Sunday,21,11,10,3,16,2,2,4,1,0,0,2,1,1,1,0,29.0,0,61
2018-01-15,Monday,41,18,23,7,29,5,8,6,2,1,0,0,7,5,1,0,24.0,0,40
2018-01-16,Tuesday,29,14,15,4,22,3,6,2,1,0,1,1,6,2,0,0,26.2,0,74
2018-01-17,Wednesday,40,19,21,9,27,4,9,2,2,1,1,0,10,4,1,0,31.4,0,61
2018-01-18,Thursday,47,22,25,10,32,5,5,6,2,1,1,3,4,5,1,0,27.0,0,73
2018-01-19,Friday,37,17,20,8,26,3,3,4,1,0,1,0,2,2,0,0,28.8,0,43
2018-01-20,Saturday,47,24,23,9,35,3,6,3,2,1,1,0,6,4,1,0,28.7,0,64
2018-01-21,Sunday,47,23,24,8,35,4,6,4,2,1,1,0,6,3,1,0,25.3,0,58
2018-01-22,Monday,32,14,18,5,25,2,6,2,1,0,1,0,6,3,0,0,28.8,0,49
2018-01-23,Tuesday,39,17,22,7,28,4,4,4,1,0,1,0,3,2,0,0,27.7,0,54
2018-01-24,Wednesday,25,13,12,4,19,2,3,4,1,0,0,1,3,2,0,0,24.0,2,58
2018-01-25,Thursday,33,17,16,6,23,4,7,2,1,0,1,0,8,3,0,0,27.9,0,69
2018-01-26,Friday,28,14,14,6,20,2,5,4,1,0,0,0,4,3,0,0,30.9,0,40
2018-01-27,Saturday,56,26,30,10,40,6,11,10,2,1,1,0,8,4,2,0,22.7,0,53
2018-01-28,Sunday,31,14,17,6,21,4,7,4,1,0,0,0,8,2,0,0,26.7,5,67
2018-01-29,Monday,31,14,17,5,23,3,5,3,1,0,1,0,4,2,1,0,25.7,0,40
2018-01-30,Tuesday,34,17,17,6,24,4,5,2,1,0,1,0,5,2,1,0,24.9,0,59
2018-01-31,Wednesday,48,23,25,7,36,5,8,5,2,1,1,3,7,4,1,0,25.2,0,50
2018-02-01,Thursday,28,14,14,5,20,3,6,1,1,0,0,0,6,1,0,0,29.1,1,40
2018-02-02,Friday,32,16,16,7,23,2,7,3,1,0,0,0,5,2,0,0,23.5,0,41
2018-02-03,Saturday,30,16,14,4,24,2,5,5,1,0,1,0,4,3,0,0,25.7,0,42
2018-02-04,Sunday,23,11,12,5,15,3,2,2,1,0,0,0,2,1,0,0,25.4,0,73
2018-02-05,Monday,40,18,22,9,27,4,5,4,2,1,1,0,4,4,2,0,26.1,0,67
2018-02-06,Tuesday,42,19,23,8,31,3,8,4,2,1,1,0,6,5,1,0,24.3,0,46
2018-02-07,Wednesday,40,20,20,8,29,3,9,2,2,1,1,0,8,2,2,0,29.2,0,73
2018-02-08,Thursday,29,15,14,6,20,3,6,2,1,0,0,2,4,1,1,0,27.4,0,61
2018-02-09,Friday,44,24,20,9,30,5,10,4,2,1,0,0,9,3,1,0,26.5,0,66
2018-02-10,Saturday,30,15,15,6,21,3,6,4,1,0,0,3,5,3,0,0,27.1,0,67
2018-02-11,Sunday,32,16,16,4,24,4,6,4,1,0,1,0,5,2,0,0,26.7,0,44
2018-02-12,Monday,37,18,19,9,23,5,5,4,1,0,1,1,4,2,1,0,27.8,0,40
2018-02-13,Tuesday,37,18,19,8,26,3,4,5,1,0,0,0,4,3,0,0,24.9,0,51
2018-02-14,Wednesday,38,17,21,5,29,4,4,7,1,0,1,0,4,3,1,0,30.2,0,48
2018-02-15,Thursday,42,21,21,6,31,5,8,7,2,1,1,0,6,3,1,0,25.9,1,40
2018-02-16,Friday,20,9,11,3,15,2,3,1,1,0,0,0,2,1,0,0,24.8,0,62
2018-02-17,Saturday,44,21,23,10,30,4,10,5,2,1,1,0,11,5,1,0,25.9,0,68
2018-02-18,Sunday,27,13,14,5,19,3,5,2,1,0,1,0,5,1,0,0,26.2,0,49
2018-02-19,Monday,35,17,18,5,28,2,7,1,1,0,1,0,7,3,0,0,30.5,1,68
2018-02-20,Tuesday,42,20,22,9,30,3,8,2,2,1,1,0,6,2,2,0,26.7,0,62
2018-02-21,Wednesday,25,12,13,5,17,3,6,4,1,0,0,0,5,2,1,0,28.2,0,54
2018-02-22,Thursday,34,16,18,7,22,5,4,3,1,0,0,0,3,2,0,0,22.4,0,66
2018-02-23,Friday,42,22,20,8,28,6,8,6,2,1,0,0,9,3,2,0,26.2,0,73
2018-02-24,Saturday,33,16,17,7,23,3,3,5,1,0,1,0,2,1,1,0,27.9,0,52
2018-02-25,Sunday,33,17,16,5,25,3,5,1,1,0,1,0,4,1,0,0,27.2,0,53
2018-02-26,Monday,29,15,14,4,22,3,6,5,1,0,0,0,5,3,0,0,27.7,0,64
2018-02-27,Tuesday,42,21,21,9,28,5,7,6,2,1,1,2,7,3,1,0,25.7,1,52
2018-02-28,Wednesday,35,17,18,8,23,4,7,3,1,0,0,0,7,2,0,0,26.2,0,57
2018-03-01,Thursday,34,18,16,6,24,4,3,3,1,0,1,2,3,2,1,0,34.2,0,54
2018-03-02,Friday,47,22,25,10,34,3,11,6,2,1,1,0,11,4,1,0,35.9,0,49
2018-03-03,Saturday,43,20,23,8,30,5,8,6,2,1,1,0,7,5,1,0,38.7,0,72
2018-03-04,Sunday,43,23,20,6,33,4,7,7,2,1,2,0,7,6,2,0,34.6,0,58
2018-03-05,Monday,38,17,21,8,27,3,7,6,1,0,1,0,7,5,0,0,35.0,1,57
2018-03-06,Tuesday,41,19,22,7,30,4,9,3,2,1,0,0,10,4,2,0,32.1,0,40
2018-03-07,Wednesday,53,26,27,10,37,6,8,5,2,1,0,0,6,4,1,0,38.5,0,59
2018-03-08,Thursday,47,21,26,7,34,6,7,4,2,1,1,0,6,4,2,0,36.6,0,71
2018-03-09,Friday,24,11,13,5,17,2,3,1,1,0,1,0,2,1,0,0,37.2,0,43
2018-03-10,Saturday,35,18,17,6,24,5,7,2,1,0,1,0,7,3,0,0,32.1,1,72
2018-03-11,Sunday,40,19,21,6,31,3,4,7,2,1,1,0,4,3,2,0,38.8,0,42
2018-03-12,Monday,36,17,19,8,25,3,8,2,1,0,0,0,7,3,0,0,34.1,0,60
2018-03-13,Tuesday,37,18,19,9,24,4,7,6,1,0,0,0,6,3,0,0,36.0,0,73
2018-03-14,Wednesday,43,21,22,8,30,5,7,6,2,1,1,0,8,3,1,0,33.1,1,47
2018-03-15,Thursday,30,14,16,5,22,3,5,5,1,0,0,3,5,2,0,0,39.6,0,73
2018-03-16,Friday,38,20,18,9,25,4,9,5,1,0,0,0,10,6,1,0,32.3,0,74
2018-03-17,Saturday,52,25,27,8,37,7,12,4,2,1,1,0,13,6,2,0,31.2,0,66
2018-03-18,Sunday,50,27,23,9,35,6,7,6,2,1,2,0,6,4,2,0,33.3,2,53
2018-03-19,Monday,36,17,19,8,24,4,7,3,1,0,0,0,6,3,0,0,36.2,0,52
2018-03-20,Tuesday,33,17,16,6,24,3,4,3,1,0,1,0,3,2,0,0,33.2,0,47
2018-03-21,Wednesday,43,22,21,9,29,5,6,3,2,1,1,0,4,3,1,0,35.6,0,70
2018-03-22,Thursday,34,16,18,7,24,3,4,3,1,0,0,0,3,3,0,0,38.1,0,59
2018-03-23,Friday,39,18,21,7,29,3,6,2,1,0,1,3,6,3,0,0,38.1,0,43
2018-03-24,Saturday,38,19,19,8,26,4,8,5,1,0,0,0,6,4,0,0,38.4,0,62
2018-03-25,Sunday,29,13,16,6,20,3,4,2,1,0,1,0,4,1,1,0,33.5,0,61
2018-03-26,Monday,41,21,20,8,28,5,4,5,2,1,1,0,3,3,2,0,31.5,0,50
2018-03-27,Tuesday,52,24,28,10,35,7,9,9,2,1,1,0,10,8,1,0,33.3,0,43
2018-03-28,Wednesday,37,18,19,7,26,4,5,3,1,0,0,0,4,2,0,0,30.4,0,61
2018-03-29,Thursday,46,22,24,11,29,6,7,2,2,1,1,0,8,3,2,0,36.7,0,46
2018-03-30,Friday,48,23,25,9,34,5,6,3,2,1,2,1,6,3,2,0,35.8,0,55
2018-03-31,Saturday,43,19,24,8,30,5,8,2,2,1,1,2,8,4,1,0,33.9,2,47
2018-04-01,Sunday,37,17,20,8,25,4,7,4,1,0,1,0,7,4,1,0,38.5,0,42
2018-04-02,Monday,51,25,26,9,36,6,9,4,2,1,1,0,8,5,1,0,34.3,0,56
2018-04-03,Tuesday,48,24,24,10,33,5,10,3,2,1,0,0,11,5,1,0,33.4,0,63
2018-04-04,Wednesday,37,18,19,5,29,3,4,6,1,0,1,0,3,3,0,0,32.6,0,40
2018-04-05,Thursday,55,27,28,11,37,7,13,9,2,1,2,0,11,8,1,0,37.5,0,54
2018-04-06,Friday,44,22,22,6,34,4,7,7,2,1,1,2,7,6,2,0,36.8,0,60
2018-04-07,Saturday,36,18,18,6,25,5,7,5,1,0,1,0,5,3,1,0,38.9,0,58
2018-04-08,Sunday,56,25,31,11,38,7,10,10,2,1,2,0,9,9,2,0,33.8,0,58
2018-04-09,Monday,50,26,24,9,37,4,7,3,2,1,2,0,5,2,2,0,30.5,0,40
2018-04-10,Tuesday,54,25,29,12,37,5,12,9,2,1,1,0,13,6,1,0,34.3,0,45
2018-04-11,Wednesday,57,29,28,9,42,6,10,8,2,1,2,0,9,8,1,0,32.2,0,53
2018-04-12,Thursday,45,21,24,7,35,3,10,3,2,1,2,0,11,2,1,0,35.6,0,61
2018-04-13,Friday,55,25,30,11,38,6,8,7,2,1,1,0,6,3,1,0,43.1,0,50
2018-04-14,Saturday,44,21,23,10,31,3,10,8,2,1,1,0,10,8,1,0,34.2,5,72
2018-04-15,Sunday,40,20,20,8,29,3,9,4,2,1,1,1,7,4,1,0,34.2,2,62
2018-04-16,Monday,55,29,26,8,40,7,8,7,2,1,1,0,8,3,1,0,37.9,0,45
2018-04-17,Tuesday,44,20,24,8,30,6,10,6,2,1,0,3,10,5,2,0,30.0,0,61
2018-04-18,Wednesday,50,23,27,8,38,4,8,5,2,1,1,0,7,5,2,0,36.1,0,47
2018-04-19,Thursday,47,24,23,8,34,5,10,3,2,1,1,1,11,6,1,0,37.7,0,66
2018-04-20,Friday,31,14,17,4,24,3,4,2,1,0,0,0,4,2,0,0,29.9,0,63
2018-04-21,Saturday,46,22,24,10,31,5,6,5,2,1,1,3,5,5,2,0,41.2,0,68
2018-04-22,Sunday,43,21,22,8,29,6,9,5,2,1,1,2,7,4,2,0,41.8,0,66
2018-04-23,Monday,68,37,31,13,48,7,16,5,3,1,1,3,17,7,2,0,36.8,0,50
2018-04-24,Tuesday,27,13,14,6,17,4,3,2,1,0,1,0,3,2,0,0,36.4,0,54
2018-04-25,Wednesday,55,26,29,13,37,5,9,4,2,1,2,0,7,2,1,0,36.6,0,69
2018-04-26,Thursday,44,23,21,8,31,5,8,6,2,1,0,1,8,2,2,0,35.9,0,54
2018-04-27,Friday,55,29,26,12,39,4,11,4,2,1,2,2,12,3,1,0,31.2,0,72
2018-04-28,Saturday,49,22,27,8,37,4,10,5,2,1,0,0,9,4,2,0,32.4,0,56
2018-04-29,Sunday,48,24,24,11,30,7,7,5,2,1,1,0,5,4,2,0,34.2,0,57
2018-04-30,Monday,56,30,26,9,39,8,10,5,2,1,2,3,11,3,1,0,40.1,5,42
2018-05-01,Tuesday,55,26,29,12,36,7,9,6,2,1,1,0,10,6,1,0,36.3,0,50
2018-05-02,Wednesday,59,31,28,9,45,5,8,9,2,1,2,0,7,4,1,0,31.0,0,59
2018-05-03,Thursday,40,21,19,8,28,4,4,7,2,1,1,0,4,5,2,0,38.2,0,52
2018-05-04,Friday,43,20,23,8,31,4,8,4,2,1,0,0,8,2,1,0,36.8,5,62
2018-05-05,Saturday,35,17,18,7,25,3,4,6,1,0,1,0,3,3,1,0,39.9,0,43
2018-05-06,Sunday,52,28,24,11,35,6,7,7,2,1,2,0,6,5,1,0,33.3,0,55
2018-05-07,Monday,52,27,25,11,37,4,7,2,2,1,1,0,8,3,2,0,32.0,1,55
2018-05-08,Tuesday,70,38,32,13,47,10,16,6,3,1,1,0,15,4,3,0,35.2,1,47
2018-05-09,Wednesday,57,29,28,13,39,5,8,6,2,1,1,0,8,4,1,0,35.5,0,55
2018-05-10,Thursday,58,27,31,13,40,5,13,6,2,1,0,0,13,6,2,0,34.0,0,45
2018-05-11,Friday,57,25,32,9,43,5,10,5,2,1,2,0,10,3,1,0,34.8,0,40
2018-05-12,Saturday,46,24,22,7,33,6,8,3,2,1,1,0,7,3,1,0,36.6,0,66
2018-05-13,Sunday,51,26,25,12,35,4,7,7,2,1,2,0,8,3,1,0,33.2,0,53
